dataset,tier,variant,type,enroll,verify
cplfw,select,soft_llr_v1,FalseReject,Joe_Gatti_1_0000,Joe_Gatti_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jose_Carlo_Fernandez_1_0000,Jose_Carlo_Fernandez_2_0000
cplfw,select,soft_llr_v1,FalseReject,Aitor_Gonzalez_2_0000,Aitor_Gonzalez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Park_1_0000,Steve_Park_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tina_Andrews_1_0000,Tina_Andrews_3_0000
cplfw,select,soft_llr_v1,FalseReject,Wally_Szczerbiak_1_0000,Wally_Szczerbiak_3_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Martinez_1_0000,Pedro_Martinez_3_0000
cplfw,select,soft_llr_v1,FalseReject,David_Blaine_2_0000,David_Blaine_3_0000
cplfw,select,soft_llr_v1,FalseReject,Frank_Murkowski_1_0000,Frank_Murkowski_2_0000
cplfw,select,soft_llr_v1,FalseReject,Roger_Federer_2_0000,Roger_Federer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dean_Barkley_2_0000,Dean_Barkley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Petro_Symonenko_1_0000,Petro_Symonenko_2_0000
cplfw,select,soft_llr_v1,FalseReject,Don_Siegelman_2_0000,Don_Siegelman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Boris_Henry_1_0000,Boris_Henry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Paxton_2_0000,Bill_Paxton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Juan_Roman_Riquelme_1_0000,Juan_Roman_Riquelme_2_0000
cplfw,select,soft_llr_v1,FalseReject,Don_Matthews_1_0000,Don_Matthews_3_0000
cplfw,select,soft_llr_v1,FalseReject,Taufik_Hidayat_2_0000,Taufik_Hidayat_3_0000
cplfw,select,soft_llr_v1,FalseReject,David_Heymann_1_0000,David_Heymann_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jennifer_Gratz_1_0000,Jennifer_Gratz_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ramon_Delgado_1_0000,Ramon_Delgado_3_0000
cplfw,select,soft_llr_v1,FalseReject,Petria_Thomas_1_0000,Petria_Thomas_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jeane_Kirkpatrick_2_0000,Jeane_Kirkpatrick_3_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Almodovar_1_0000,Pedro_Almodovar_3_0000
cplfw,select,soft_llr_v1,FalseReject,Roger_Federer_1_0000,Roger_Federer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tom_Smothers_2_0000,Tom_Smothers_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gerard_Depardieu_1_0000,Gerard_Depardieu_2_0000
cplfw,select,soft_llr_v1,FalseReject,Dinah_Turner_2_0000,Dinah_Turner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jean-David_Levitte_1_0000,Jean-David_Levitte_3_0000
cplfw,select,soft_llr_v1,FalseReject,Richard_Penniman_1_0000,Richard_Penniman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Peter_Arnett_1_0000,Peter_Arnett_2_0000
cplfw,select,soft_llr_v1,FalseReject,Boris_Henry_2_0000,Boris_Henry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Condoleezza_Rice_1_0000,Condoleezza_Rice_3_0000
cplfw,select,soft_llr_v1,FalseReject,Chris_Cornell_1_0000,Chris_Cornell_3_0000
cplfw,select,soft_llr_v1,FalseReject,Taufik_Hidayat_1_0000,Taufik_Hidayat_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sherri_Coale_1_0000,Sherri_Coale_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gerard_Depardieu_1_0000,Gerard_Depardieu_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ana_Claudia_Talancon_1_0000,Ana_Claudia_Talancon_2_0000
cplfw,select,soft_llr_v1,FalseReject,Nicolas_Escude_2_0000,Nicolas_Escude_3_0000
cplfw,select,soft_llr_v1,FalseReject,Frank_Stallone_1_0000,Frank_Stallone_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gordon_Lightfoot_1_0000,Gordon_Lightfoot_3_0000
cplfw,select,soft_llr_v1,FalseReject,Christoph_Daum_2_0000,Christoph_Daum_3_0000
cplfw,select,soft_llr_v1,FalseReject,Donald_Pettit_1_0000,Donald_Pettit_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dean_Barkley_1_0000,Dean_Barkley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Peter_Arnett_2_0000,Peter_Arnett_3_0000
cplfw,select,soft_llr_v1,FalseReject,Frank_Murkowski_1_0000,Frank_Murkowski_3_0000
cplfw,select,soft_llr_v1,FalseReject,Claudia_Schiffer_1_0000,Claudia_Schiffer_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Garamendi_1_0000,John_Garamendi_2_0000
cplfw,select,soft_llr_v1,FalseReject,Guillermo_Canas_1_0000,Guillermo_Canas_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sean_OKeefe_1_0000,Sean_OKeefe_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jimmy_Iovine_1_0000,Jimmy_Iovine_3_0000
cplfw,select,soft_llr_v1,FalseReject,Leszek_Miller_2_0000,Leszek_Miller_3_0000
cplfw,select,soft_llr_v1,FalseReject,Michael_Keaton_1_0000,Michael_Keaton_2_0000
cplfw,select,soft_llr_v1,FalseReject,Parthiv_Patel_1_0000,Parthiv_Patel_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ain_Seppik_1_0000,Ain_Seppik_2_0000
cplfw,select,soft_llr_v1,FalseReject,Chloe_Sevigny_2_0000,Chloe_Sevigny_3_0000
cplfw,select,soft_llr_v1,FalseReject,Monte_Kiffin_1_0000,Monte_Kiffin_3_0000
cplfw,select,soft_llr_v1,FalseReject,Naoto_Kan_2_0000,Naoto_Kan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Naoto_Kan_1_0000,Naoto_Kan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Chris_Cookson_1_0000,Chris_Cookson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tirunesh_Dibaba_1_0000,Tirunesh_Dibaba_2_0000
cplfw,select,soft_llr_v1,FalseReject,Toni_Braxton_1_0000,Toni_Braxton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sasha_Alexander_2_0000,Sasha_Alexander_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Paxton_1_0000,Bill_Paxton_2_0000
cplfw,select,soft_llr_v1,FalseReject,Aishwarya_Rai_1_0000,Aishwarya_Rai_2_0000
cplfw,select,soft_llr_v1,FalseReject,Billy_Graham_2_0000,Billy_Graham_3_0000
cplfw,select,soft_llr_v1,FalseReject,Winona_Ryder_2_0000,Winona_Ryder_3_0000
cplfw,select,soft_llr_v1,FalseReject,Claudia_Schiffer_1_0000,Claudia_Schiffer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ellen_DeGeneres_1_0000,Ellen_DeGeneres_3_0000
cplfw,select,soft_llr_v1,FalseReject,Roberto_Robaina_1_0000,Roberto_Robaina_2_0000
cplfw,select,soft_llr_v1,FalseReject,Inocencio_Arias_1_0000,Inocencio_Arias_3_0000
cplfw,select,soft_llr_v1,FalseReject,Heath_Ledger_1_0000,Heath_Ledger_2_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Zahn_2_0000,Steve_Zahn_3_0000
cplfw,select,soft_llr_v1,FalseReject,Wally_Szczerbiak_2_0000,Wally_Szczerbiak_3_0000
cplfw,select,soft_llr_v1,FalseReject,Doug_Collins_1_0000,Doug_Collins_2_0000
cplfw,select,soft_llr_v1,FalseReject,Winona_Ryder_1_0000,Winona_Ryder_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lili_Taylor_1_0000,Lili_Taylor_3_0000
cplfw,select,soft_llr_v1,FalseReject,Scott_Weiland_2_0000,Scott_Weiland_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gordon_Lightfoot_1_0000,Gordon_Lightfoot_2_0000
cplfw,select,soft_llr_v1,FalseReject,Peter_Greenspun_1_0000,Peter_Greenspun_2_0000
cplfw,select,soft_llr_v1,FalseReject,Antje_Buschschulte_2_0000,Antje_Buschschulte_3_0000
cplfw,select,soft_llr_v1,FalseReject,Troy_Garity_1_0000,Troy_Garity_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rosario_Dawson_1_0000,Rosario_Dawson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Michael_Caine_1_0000,Michael_Caine_3_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Martinez_1_0000,Pedro_Martinez_2_0000
cplfw,select,soft_llr_v1,FalseReject,Rosario_Dawson_2_0000,Rosario_Dawson_3_0000
cplfw,select,soft_llr_v1,FalseReject,James_Baker_1_0000,James_Baker_3_0000
cplfw,select,soft_llr_v1,FalseReject,Michael_Keaton_2_0000,Michael_Keaton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ali_Bin_Hussein_1_0000,Ali_Bin_Hussein_3_0000
cplfw,select,soft_llr_v1,FalseReject,Troy_Garity_1_0000,Troy_Garity_2_0000
cplfw,select,soft_llr_v1,FalseReject,Antje_Buschschulte_1_0000,Antje_Buschschulte_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alan_Zemaitis_2_0000,Alan_Zemaitis_3_0000
cplfw,select,soft_llr_v1,FalseReject,Cristina_Saralegui_1_0000,Cristina_Saralegui_2_0000
cplfw,select,soft_llr_v1,FalseReject,Lincoln_Chafee_2_0000,Lincoln_Chafee_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dinah_Turner_1_0000,Dinah_Turner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kristin_Scott_1_0000,Kristin_Scott_2_0000
cplfw,select,soft_llr_v1,FalseReject,Amelie_Mauresmo_1_0000,Amelie_Mauresmo_3_0000
cplfw,select,soft_llr_v1,FalseReject,Dominique_de_Villepin_1_0000,Dominique_de_Villepin_2_0000
cplfw,select,soft_llr_v1,FalseReject,Marissa_Jaret_Winokur_1_0000,Marissa_Jaret_Winokur_3_0000
cplfw,select,soft_llr_v1,FalseReject,Eric_Lloyd_2_0000,Eric_Lloyd_3_0000
cplfw,select,soft_llr_v1,FalseReject,Billy_Beane_1_0000,Billy_Beane_2_0000
cplfw,select,soft_llr_v1,FalseReject,Hannah_Stockbauer_2_0000,Hannah_Stockbauer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Yasar_Yakis_1_0000,Yasar_Yakis_2_0000
cplfw,select,soft_llr_v1,FalseReject,Marissa_Jaret_Winokur_1_0000,Marissa_Jaret_Winokur_2_0000
cplfw,select,soft_llr_v1,FalseReject,Dennis_Franchione_2_0000,Dennis_Franchione_3_0000
cplfw,select,soft_llr_v1,FalseReject,Luis_Gonzalez_1_0000,Luis_Gonzalez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Carson_Palmer_1_0000,Carson_Palmer_2_0000
cplfw,select,soft_llr_v1,FalseReject,Warren_Beatty_1_0000,Warren_Beatty_2_0000
cplfw,select,soft_llr_v1,FalseReject,Phil_Mickelson_1_0000,Phil_Mickelson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Amy_Cotton_2_0000,Amy_Cotton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Robin_Wright_Penn_1_0000,Robin_Wright_Penn_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rupert_Murdoch_1_0000,Rupert_Murdoch_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mesut_Yilmaz_1_0000,Mesut_Yilmaz_2_0000
cplfw,select,soft_llr_v1,FalseReject,Matt_Anderson_1_0000,Matt_Anderson_2_0000
cplfw,select,soft_llr_v1,FalseReject,Mark_Kelly_1_0000,Mark_Kelly_3_0000
cplfw,select,soft_llr_v1,FalseReject,Paul_Pierce_1_0000,Paul_Pierce_3_0000
cplfw,select,soft_llr_v1,FalseReject,Fayssal_Mekdad_1_0000,Fayssal_Mekdad_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Curry_2_0000,Bill_Curry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jacky_Cheung_1_0000,Jacky_Cheung_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sergei_Ivanov_2_0000,Sergei_Ivanov_3_0000
cplfw,select,soft_llr_v1,FalseReject,Vanessa_Williams_1_0000,Vanessa_Williams_2_0000
cplfw,select,soft_llr_v1,FalseReject,Joaquin_Sanchez_1_0000,Joaquin_Sanchez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alex_Corretja_1_0000,Alex_Corretja_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Pauleta_2_0000,Pedro_Pauleta_3_0000
cplfw,select,soft_llr_v1,FalseReject,Elsa_Zylberstein_1_0000,Elsa_Zylberstein_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Pauleta_1_0000,Pedro_Pauleta_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jan_Peter_Balkenende_1_0000,Jan_Peter_Balkenende_2_0000
cplfw,select,soft_llr_v1,FalseReject,Roberto_Benigni_1_0000,Roberto_Benigni_2_0000
cplfw,select,soft_llr_v1,FalseReject,Kyra_Sedgwick_1_0000,Kyra_Sedgwick_2_0000
cplfw,select,soft_llr_v1,FalseReject,Patti_Labelle_1_0000,Patti_Labelle_2_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Pauleta_1_0000,Pedro_Pauleta_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Mayer_1_0000,John_Mayer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jean_Chretien_1_0000,Jean_Chretien_2_0000
cplfw,select,soft_llr_v1,FalseReject,Daniel_Day-Lewis_1_0000,Daniel_Day-Lewis_3_0000
cplfw,select,soft_llr_v1,FalseReject,Ilan_Goldfajn_1_0000,Ilan_Goldfajn_3_0000
cplfw,select,soft_llr_v1,FalseReject,Susan_Sarandon_1_0000,Susan_Sarandon_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jim_Hendry_1_0000,Jim_Hendry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martha_Sahagun_de_Fox_2_0000,Martha_Sahagun_de_Fox_3_0000
cplfw,select,soft_llr_v1,FalseReject,Felipe_Perez_Roque_2_0000,Felipe_Perez_Roque_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jean-Rene_Fourtou_1_0000,Jean-Rene_Fourtou_2_0000
cplfw,select,soft_llr_v1,FalseReject,Barbara_Boxer_1_0000,Barbara_Boxer_3_0000
cplfw,select,soft_llr_v1,FalseReject,Eduard_Shevardnadze_1_0000,Eduard_Shevardnadze_2_0000
cplfw,select,soft_llr_v1,FalseReject,Rodrigo_Rato_1_0000,Rodrigo_Rato_2_0000
cplfw,select,soft_llr_v1,FalseReject,Roger_Machado_1_0000,Roger_Machado_3_0000
cplfw,select,soft_llr_v1,FalseReject,Juan_Antonio_Samaranch_1_0000,Juan_Antonio_Samaranch_2_0000
cplfw,select,soft_llr_v1,FalseReject,Anthony_LaPaglia_2_0000,Anthony_LaPaglia_3_0000
cplfw,select,soft_llr_v1,FalseReject,Vladimir_Putin_1_0000,Vladimir_Putin_2_0000
cplfw,select,soft_llr_v1,FalseReject,Marta_Dominguz_2_0000,Marta_Dominguz_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jim_Hendry_2_0000,Jim_Hendry_3_0000
cplfw,select,soft_llr_v1,FalseReject,Warren_Beatty_1_0000,Warren_Beatty_3_0000
cplfw,select,soft_llr_v1,FalseReject,Brad_Brownell_1_0000,Brad_Brownell_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alex_Corretja_1_0000,Alex_Corretja_3_0000
cplfw,select,soft_llr_v1,FalseReject,William_Hochul_2_0000,William_Hochul_3_0000
cplfw,select,soft_llr_v1,FalseReject,Eric_Lloyd_1_0000,Eric_Lloyd_3_0000
cplfw,select,soft_llr_v1,FalseReject,Frederique_van_der_Wal_1_0000,Frederique_van_der_Wal_3_0000
cplfw,select,soft_llr_v1,FalseReject,Rodrigo_Rato_1_0000,Rodrigo_Rato_3_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Kerr_1_0000,Steve_Kerr_3_0000
cplfw,select,soft_llr_v1,FalseReject,Boris_Yeltsin_1_0000,Boris_Yeltsin_3_0000
cplfw,select,soft_llr_v1,FalseReject,George_Gregan_1_0000,George_Gregan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Sam_Torrance_1_0000,Sam_Torrance_3_0000
cplfw,select,soft_llr_v1,FalseReject,George_Gregan_2_0000,George_Gregan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Claudine_Farrell_2_0000,Claudine_Farrell_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jerry_Jones_1_0000,Jerry_Jones_3_0000
cplfw,select,soft_llr_v1,FalseReject,Charlotte_Church_2_0000,Charlotte_Church_3_0000
cplfw,select,soft_llr_v1,FalseReject,Luke_Ridnour_1_0000,Luke_Ridnour_2_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Fehr_2_0000,Steve_Fehr_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alan_Mulally_1_0000,Alan_Mulally_3_0000
cplfw,select,soft_llr_v1,FalseReject,Heather_Locklear_1_0000,Heather_Locklear_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Belichick_1_0000,Bill_Belichick_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jennifer_Aniston_2_0000,Jennifer_Aniston_3_0000
cplfw,select,soft_llr_v1,FalseReject,Liu_Ye_1_0000,Liu_Ye_2_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Kerr_1_0000,Steve_Kerr_2_0000
cplfw,select,soft_llr_v1,FalseReject,Vanessa_Williams_1_0000,Vanessa_Williams_3_0000
cplfw,select,soft_llr_v1,FalseReject,Tim_Chapman_1_0000,Tim_Chapman_3_0000
cplfw,select,soft_llr_v1,FalseReject,Eduard_Shevardnadze_2_0000,Eduard_Shevardnadze_3_0000
cplfw,select,soft_llr_v1,FalseReject,Vanessa_Williams_2_0000,Vanessa_Williams_3_0000
cplfw,select,soft_llr_v1,FalseReject,Elsa_Zylberstein_1_0000,Elsa_Zylberstein_3_0000
cplfw,select,soft_llr_v1,FalseReject,Leo_Mullin_2_0000,Leo_Mullin_3_0000
cplfw,select,soft_llr_v1,FalseReject,Britney_Spears_2_0000,Britney_Spears_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mike_Miller_1_0000,Mike_Miller_3_0000
cplfw,select,soft_llr_v1,FalseReject,Toby_Keith_2_0000,Toby_Keith_3_0000
cplfw,select,soft_llr_v1,FalseReject,Alan_Mulally_1_0000,Alan_Mulally_2_0000
cplfw,select,soft_llr_v1,FalseReject,Terry_Stotts_1_0000,Terry_Stotts_2_0000
cplfw,select,soft_llr_v1,FalseReject,Joseph_Estrada_1_0000,Joseph_Estrada_2_0000
cplfw,select,soft_llr_v1,FalseReject,Liu_Ye_2_0000,Liu_Ye_3_0000
cplfw,select,soft_llr_v1,FalseReject,Atal_Bihari_Vajpayee_1_0000,Atal_Bihari_Vajpayee_3_0000
cplfw,select,soft_llr_v1,FalseReject,Liu_Ye_1_0000,Liu_Ye_3_0000
cplfw,select,soft_llr_v1,FalseReject,Luiz_Inacio_Lula_da_Silva_1_0000,Luiz_Inacio_Lula_da_Silva_3_0000
cplfw,select,soft_llr_v1,FalseReject,Angela_Merkel_1_0000,Angela_Merkel_2_0000
cplfw,select,soft_llr_v1,FalseReject,Phil_Bennett_1_0000,Phil_Bennett_2_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Lavin_1_0000,Steve_Lavin_2_0000
cplfw,select,soft_llr_v1,FalseReject,Leslie_Caldwell_2_0000,Leslie_Caldwell_3_0000
cplfw,select,soft_llr_v1,FalseReject,Yana_Klochkova_1_0000,Yana_Klochkova_3_0000
cplfw,select,soft_llr_v1,FalseReject,Donald_Carty_1_0000,Donald_Carty_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Jumper_1_0000,John_Jumper_2_0000
cplfw,select,soft_llr_v1,FalseReject,Phil_Bennett_1_0000,Phil_Bennett_3_0000
cplfw,select,soft_llr_v1,FalseReject,Roberto_Benigni_1_0000,Roberto_Benigni_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kellie_Coffey_2_0000,Kellie_Coffey_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Herrion_2_0000,Bill_Herrion_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gordana_Grubin_2_0000,Gordana_Grubin_3_0000
cplfw,select,soft_llr_v1,FalseReject,Colin_Montgomerie_2_0000,Colin_Montgomerie_3_0000
cplfw,select,soft_llr_v1,FalseReject,Joaquim_Levy_1_0000,Joaquim_Levy_2_0000
cplfw,select,soft_llr_v1,FalseReject,Keiko_Sofia_Fujimori_1_0000,Keiko_Sofia_Fujimori_2_0000
cplfw,select,soft_llr_v1,FalseReject,Emanuel_Ginobili_1_0000,Emanuel_Ginobili_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ed_Book_1_0000,Ed_Book_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jan_Bjoerklund_1_0000,Jan_Bjoerklund_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Guerin_1_0000,Bill_Guerin_3_0000
cplfw,select,soft_llr_v1,FalseReject,Keiko_Sofia_Fujimori_2_0000,Keiko_Sofia_Fujimori_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nicolas_Macrozonaris_1_0000,Nicolas_Macrozonaris_2_0000
cplfw,select,soft_llr_v1,FalseReject,Lori_Berenson_1_0000,Lori_Berenson_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lawrence_MacAulay_1_0000,Lawrence_MacAulay_3_0000
cplfw,select,soft_llr_v1,FalseReject,Fernando_Gonzalez_1_0000,Fernando_Gonzalez_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martin_Luther_King_III_1_0000,Martin_Luther_King_III_2_0000
cplfw,select,soft_llr_v1,FalseReject,Elisha_Cuthbert_1_0000,Elisha_Cuthbert_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mike_Bryan_2_0000,Mike_Bryan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nikki_Reed_1_0000,Nikki_Reed_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lou_Piniella_1_0000,Lou_Piniella_2_0000
cplfw,select,soft_llr_v1,FalseReject,Blythe_Danner_1_0000,Blythe_Danner_2_0000
cplfw,select,soft_llr_v1,FalseReject,Tracee_Ellis_Ross_1_0000,Tracee_Ellis_Ross_2_0000
cplfw,select,soft_llr_v1,FalseReject,Kathryn_Morris_1_0000,Kathryn_Morris_3_0000
cplfw,select,soft_llr_v1,FalseReject,Julio_Iglesias_Jr_1_0000,Julio_Iglesias_Jr_2_0000
cplfw,select,soft_llr_v1,FalseReject,Jay_Garner_1_0000,Jay_Garner_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bill_Herrion_1_0000,Bill_Herrion_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Prescott_1_0000,John_Prescott_2_0000
cplfw,select,soft_llr_v1,FalseReject,Kathryn_Morris_2_0000,Kathryn_Morris_3_0000
cplfw,select,soft_llr_v1,FalseReject,Danny_Glover_1_0000,Danny_Glover_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jean-Claude_Trichet_1_0000,Jean-Claude_Trichet_2_0000
cplfw,select,soft_llr_v1,FalseReject,Emanuel_Ginobili_2_0000,Emanuel_Ginobili_3_0000
cplfw,select,soft_llr_v1,FalseReject,Takeshi_Kitano_1_0000,Takeshi_Kitano_2_0000
cplfw,select,soft_llr_v1,FalseReject,Claudia_Cardinale_1_0000,Claudia_Cardinale_2_0000
cplfw,select,soft_llr_v1,FalseReject,Edward_Norton_1_0000,Edward_Norton_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nikki_Cascone_1_0000,Nikki_Cascone_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kurt_Russell_1_0000,Kurt_Russell_2_0000
cplfw,select,soft_llr_v1,FalseReject,Nikki_Cascone_1_0000,Nikki_Cascone_2_0000
cplfw,select,soft_llr_v1,FalseReject,Ion_Tiriac_1_0000,Ion_Tiriac_3_0000
cplfw,select,soft_llr_v1,FalseReject,Mario_Lobo_Zagallo_2_0000,Mario_Lobo_Zagallo_3_0000
cplfw,select,soft_llr_v1,FalseReject,Cameron_Diaz_1_0000,Cameron_Diaz_2_0000
cplfw,select,soft_llr_v1,FalseReject,Bob_Hartley_2_0000,Bob_Hartley_3_0000
cplfw,select,soft_llr_v1,FalseReject,Elena_Bereznaya_1_0000,Elena_Bereznaya_2_0000
cplfw,select,soft_llr_v1,FalseReject,Beyonce_Knowles_1_0000,Beyonce_Knowles_2_0000
cplfw,select,soft_llr_v1,FalseReject,Charlene_Barshefsky_1_0000,Charlene_Barshefsky_3_0000
cplfw,select,soft_llr_v1,FalseReject,Pedro_Malan_1_0000,Pedro_Malan_3_0000
cplfw,select,soft_llr_v1,FalseReject,Munir_Akram_2_0000,Munir_Akram_3_0000
cplfw,select,soft_llr_v1,FalseReject,Graciano_Rocchigiani_1_0000,Graciano_Rocchigiani_2_0000
cplfw,select,soft_llr_v1,FalseReject,Nadia_Petrova_1_0000,Nadia_Petrova_2_0000
cplfw,select,soft_llr_v1,FalseReject,Robert_Redford_1_0000,Robert_Redford_3_0000
cplfw,select,soft_llr_v1,FalseReject,Gordana_Grubin_1_0000,Gordana_Grubin_3_0000
cplfw,select,soft_llr_v1,FalseReject,Martin_McGuinness_1_0000,Martin_McGuinness_3_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_Nash_1_0000,Steve_Nash_3_0000
cplfw,select,soft_llr_v1,FalseReject,Luis_Figo_2_0000,Luis_Figo_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nikki_Reed_2_0000,Nikki_Reed_3_0000
cplfw,select,soft_llr_v1,FalseReject,Felix_Trinidad_2_0000,Felix_Trinidad_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Sununu_1_0000,John_Sununu_2_0000
cplfw,select,soft_llr_v1,FalseReject,Fernando_Valenzuela_2_0000,Fernando_Valenzuela_3_0000
cplfw,select,soft_llr_v1,FalseReject,Bartosz_Kizierowski_1_0000,Bartosz_Kizierowski_3_0000
cplfw,select,soft_llr_v1,FalseReject,Steve_McManaman_1_0000,Steve_McManaman_2_0000
cplfw,select,soft_llr_v1,FalseReject,Stephen_Webster_2_0000,Stephen_Webster_3_0000
cplfw,select,soft_llr_v1,FalseReject,Jay_Garner_1_0000,Jay_Garner_3_0000
cplfw,select,soft_llr_v1,FalseReject,Kathryn_Morris_1_0000,Kathryn_Morris_2_0000
cplfw,select,soft_llr_v1,FalseReject,John_Malkovich_2_0000,John_Malkovich_3_0000
cplfw,select,soft_llr_v1,FalseReject,Nona_Gaye_2_0000,Nona_Gaye_3_0000
cplfw,select,soft_llr_v1,FalseReject,Lawrence_MacAulay_2_0000,Lawrence_MacAulay_3_0000
cplfw,select,soft_llr_v1,FalseReject,John_Kerry_1_0000,John_Kerry_2_0000
cplfw,select,soft_llr_v1,FalseReject,Felix_Trinidad_1_0000,Felix_Trinidad_3_0000
cplfw,select,soft_llr_v1,FalseReject,Saparmurat_Niyazov_2_0000,Saparmurat_Niyazov_3_0000
cplfw,select,soft_llr_v1,FalseReject,Daniel_Montenegro_1_0000,Daniel_Montenegro_2_0000
cplfw,select,soft_llr_v1,FalseReject,Shane_Mosley_1_0000,Shane_Mosley_2_0000
